statement_edition,statement_source,statement_text
"on Wednesday, April 4th, 2018",Donald Trump,"""We’ve started building the wall.""
"
"on Monday, April 2nd, 2018",Donald Trump,"Mexico has ""very strong border laws -- ours are pathetic.""
"
"on Wednesday, March 28th, 2018",Donald Trump,"""Last year we lost $500 billion on trade with China.""
"
"on Wednesday, March 28th, 2018", Republican Party of Wisconsin,"Says Rebecca Dallet is a ""hypocrite"" because she ""took money from attorneys with over 100 cases before her.""

 

 
"
"on Monday, March 26th, 2018",Joe Manchin,"Small businesses in West Virginia ""make up about 96 percent of our state's economy.""
"
"on Friday, March 23rd, 2018",Cynthia Nixon,"""Since taking office, Andrew Cuomo has given massive tax breaks to corporations and the super rich.""
"
"on Friday, March 23rd, 2018", Onward Ohio,"""In the Senate, (Mike) DeWine voted with Hillary Clinton to let illegal immigrants receive Social Security. And in Ohio, DeWine allowed illegal immigrants to receive driver's licenses.""
"
"on Wednesday, March 21st, 2018",Jack Posobiec,"Says Donald ""Trump decided to *not* work with Cambridge Analytica during the election.""

 
"
"on Friday, March 16th, 2018",Robert Pittenger,"""Mark Harris worked to stop Trump from being president.""
"
"on Friday, March 16th, 2018",Steve Bullock,"""A quarter of our guns are sold outside of the background checks.""
"
"on Thursday, March 15th, 2018",Donald Trump,"""We do have a Trade Deficit with Canada, as we do with almost all countries (some of them massive).""
"
"on Friday, March 9th, 2018",Ted Cruz,"""The Obama administration had cut $300 million from school safety.""

 
"
"on Wednesday, March 7th, 2018",Jeff Sessions,"""California won’t let law enforcement officers like you and your people transfer prisoners to ICE custody or even to communicate with ICE that you’re about to release them from your custody — people that ICE is looking for.""
"
"on Wednesday, March 7th, 2018",Mahlon Mitchell,"""When @ScottWalker told firefighters we didn’t need to worry about Act 10, we said hell no, we stand with working Wisconsinites everywhere.""
"
"on Tuesday, March 6th, 2018",Richard Corcoran,"Florida’s school marshal program passed by the Florida House is the ""first-of-its kind.""
"
"on Tuesday, March 6th, 2018",Laurence  Tribe,"President Donald ""Trump’s latest set of sanctions against companies and countries benefiting North Korea includes every nation but one making shipments to (North Korea). The one nation Trump exempted from his punitive ban was . . . wait for it . . . drumroll: Russia.""
"
"on Monday, March 5th, 2018",Stuart Varney,"""Electrolux, Sweden's largest appliance maker, has just abandoned a $250 million investment in the United States because of the steel tariffs. That is retaliation.""
"
"on Friday, March 2nd, 2018",Jason Isaac,"Says abortion is ""the leading cause of death for black Americans and kills as many as 1,000 black children every day.""
"
"on Tuesday, February 27th, 2018",Dana Loesch,"In comparing mass shootings, ""France had a higher casualty rate in one year than the entire two administrations of Barack Obama.""

 
"
"on Friday, February 23rd, 2018",Ted Deutch,"""Mass shootings went up 200 percent in the decade after the assault weapons ban expired.""
"
"on Friday, February 23rd, 2018",Dan Patrick,"""Last year, I proposed directing more of the education budget to teacher salaries, a move that would have resulted in an average $10,000 raise for teachers.""
"
"on Friday, February 23rd, 2018",Philip Levine,"""Here in Florida, despite 14 school shootings in eight years, we still have some of the weakest gun laws in the nation.""
"
"on Thursday, February 22nd, 2018", Viral image,"In most states, you can buy an assault rifle with no proof of ID, but in every state, you need proof of ID to vote.
"
"on Tuesday, February 20th, 2018",Donald Trump,"""I have been much tougher on Russia than Obama, just look at the facts. Total Fake News!""
"
"on Friday, February 16th, 2018",Kellyanne Conway,"""I don’t need a lecture from Kirsten Gillibrand or anybody else who protected and defended and harbored a sitting president who had sexual relations in the Oval Office and was impeached for lying.""
"
"on Friday, February 16th, 2018",Bruce Rauner,"Says he has a plan for ""$1 billion in tax relief for Illinois.""
"
"on Thursday, February 15th, 2018",Jeff Greenfield,"""In the rest of the world, there have been 18 school shootings in the last twenty years. In the U.S., there have been 18 school shootings since January 1.""
"
"on Friday, February 9th, 2018", National Republican Senatorial Committee,"""Heitkamp has voted against Trump 68 percent of time.""
"
"on Thursday, February 8th, 2018",Donald Trump,"""The Democrats are pushing for Universal HealthCare while thousands of people are marching in the UK because their U system is going broke and not working.""
"
"on Tuesday, February 6th, 2018", Ohio Democratic Party,"Says Mike DeWine ""interfered with and stifled"" a sexual harassment investigation and then ""eliminated the office that investigated harassment claims within the AG’s office.""
"
"on Tuesday, February 6th, 2018",Scott Walker,"""We invested"" in our transportation system ""$24 billion over eight years. That’s $3 billion more than what former Governor Jim Doyle spent on transportation over the same period of time.""
"
"on Monday, February 5th, 2018",Trey Blocker,"Says the Texas Department of Agriculture didn’t notify over 700 Texas students about a computer hack releasing critical personal information including Social Security numbers until 32 days after the breach.

 
"
"on Friday, February 2nd, 2018",Donald Trump,"""Instead of two for one, we have cut 22 burdensome regulations for everyone new rule.""
"
"on Thursday, February 1st, 2018",Donald Trump,"""45.6 million people watched (the State of the Union), the highest number in history. @FoxNews beat every other Network, for the first time ever, with 11.7 million people tuning in.""
"
"on Thursday, February 1st, 2018",John Calipari,"""We have the highest graduation rate of basketball players in the history of the NCAA. We have the highest graduation rate of African-American basketball players in the history of the NCAA in basketball.""
"
"on Wednesday, January 31st, 2018",Donald Trump,"""A single immigrant can bring in unlimited numbers of distant relatives.""
"
"on Wednesday, January 31st, 2018",Scott Walker,"Says Paul Soglin took Madison backward -- ""businesses have left and murders have gone up.""

 
"
"on Wednesday, January 31st, 2018",Donald Trump,"""In the past, we have foolishly released hundreds and hundreds of dangerous terrorists, only to meet them again on the battlefield — including the ISIS leader, al-Baghdadi, who we captured, who we had, who we released.""
"
"on Wednesday, January 31st, 2018",Donald Trump,"""We are now, very proudly, an exporter of energy to the world.""

 
"
"on Tuesday, January 30th, 2018",Donald Trump,"""After years of wage stagnation, we are finally seeing rising wages.""
"
"on Friday, January 26th, 2018",Heartland Institute,"Work requirements ""have been proven to help impoverished families move from dependency to self-sufficiency.""

 
"
"on Friday, January 26th, 2018",Scott Walker,"""Road projects across the state are staying on track or getting done sooner thanks to the good work of the team at the Wisconsin Department of Transportation.""

 
"
"on Wednesday, January 24th, 2018",Donald Trump,"Mexico is ""now rated the number one most dangerous country in the world.""
"
"on Monday, January 22nd, 2018",Patrick Morrisey,"Says Evan Jenkins was Sen. Joe Manchin’s ""spokesperson. It’s true!""
"
"on Wednesday, January 17th, 2018",Donald Trump,"In a government shutdown, ""what they are really doing is shutting down our military.""
"
"on Friday, January 12th, 2018",Donald Trump,"Says the Obama administration ""sold perhaps the best located and finest embassy in London ... only to build a new one in an off location for 1.2 billion dollars.""
"
"on Wednesday, January 10th, 2018",Robin Hayes,"""A ‘gerrymander’ is by definition and common understanding, a strange looking ‘monster’ drawing. This map is clearly not that.""
"
"on Tuesday, January 9th, 2018",Donald Trump,"When President Barack Obama ""signed the executive order (on DACA, he) actually said he doesn't have the right to do this.""

 
"
"on Friday, January 5th, 2018",Elizabeth Foley,"Says James Comey suggested and CNN reported that the basis of the wiretapping warrant for Trump adviser Carter Page was ""all based on a dossier.""
"
"on Wednesday, January 3rd, 2018",Phil Berger,"""Death penalty opponents like Roy Cooper and Josh Stein have imposed a de-facto moratorium on capital punishment.""
"
"on Wednesday, January 3rd, 2018",Donald Trump,"The new tax law is ""kicking the American economy into high gear with $5.5 trillion in tax cuts.""
"
"on Wednesday, January 3rd, 2018", Democrats Rising,"""Trump vows to end winter heating assistance for elderly and disabled.""
"
"on Wednesday, January 3rd, 2018",Jeff Sessions,"In Milwaukee, ""murder is up an astonishing 57 percent.""

 
"
"on Friday, December 29th, 2017",Joe Berrios,"""(Fritz) Kaegi managed a fund that invested nearly $30 million in private prisons.""
"
"on Tuesday, December 26th, 2017",Parker Briden,"""We've seen funding increases for schools. We haven't seen a corresponding performance increase.""
"
"on Sunday, December 24th, 2017",Jason Smith,"""Check out the record of #jobs created by #TaxCuts 7.8 million new jobs after Bush’s 2003 tax cuts 12 million new jobs after Kennedy's 1964 tax cuts 14.8 MILLION new jobs after Ronald Reagan’s tax cuts in 1981.""
"
"on Thursday, December 21st, 2017",Claudia Tenney,"On the Republican tax plan: ""Unfortunately, the wealthy are, again, not going to do well in this bill""
"
"on Thursday, December 14th, 2017",Travis Allen,"""This new gas tax does not increase (road) capacity anywhere in the state. It will build no new lanes of freeways. If Californians didn’t like their traffic before, they’re going to like it even less when they’re stuck in the exact same traffic and paying more for their gas.""
"
"on Thursday, December 14th, 2017",Bruce Rauner,"""The candidates controlled by Madigan, all of them have said, ‘The answer to our problems is a massive income tax hike.’ ""
"
"on Tuesday, December 12th, 2017",Nancy  Pelosi,"""Even with full control of the House, Senate and White House, Republicans have still failed to deliver on their promise of higher wages for working families.""
"
"on Wednesday, December 6th, 2017",Doug Jones,"""In a 2014 case involving a man convicted of abusing two underage girls, Judge Roy Moore disagreed and wrote the dissenting opinion.""

 
"
"on Wednesday, December 6th, 2017", PuppetStringNews.com,"""Obama released 10 Russian agents from U.S. custody in 2010 during Hillary’s uranium deal.""
"
"on Wednesday, December 6th, 2017",Lou Barletta,"""GDP is booming. Let’s spread the prosperity to the middle class with big #TaxCuts. Our #TaxReform package doubles standard deduction, brings $$$ back home, and reduces rates for ALL taxpayers. We will #MAGA.""
"
"on Wednesday, December 6th, 2017",Gordon Hintz,"Wisconsin's Lincoln Hills youth prison has a ""66 percent recidivism rate,"" while ""states like Missouri, that have more of a regional model -- 8 percent.""
"
"on Tuesday, December 5th, 2017",Tom Luce,"""Only 20 percent of our current graduates from Texas high schools go ahead and achieve either a national certificate or a community college degree -- or a college degree.""
"
"on Wednesday, November 29th, 2017",Mahlon Mitchell,"Wisconsin has ""the fastest-shrinking middle class in the country.""

 
"
