statement_edition,statement_source,statement_text
"on Tuesday, January 9th, 2018",Travis Allen,"""Seventy four percent of Californians are absolutely against sanctuary state"" policies.
"
"on Tuesday, January 9th, 2018", Credo Action,"Democratic lawmakers who voted in favor of short-term spending bills ""just voted to deport Dreamers.""
"
"on Tuesday, January 9th, 2018", Nourtey,"""Hollywood celebs: We will go on ‘total strike’ if Trump does not resign.""
"
"on Friday, January 5th, 2018",Donald Trump,"""I authorized Zero access to White House (actually turned him down many times) for author of phony book! I never spoke to him for book.""
"
"on Friday, January 5th, 2018", New Century Times,"""Breaking: FBI just raided the White House, 6 people thrown out.""
"
"on Friday, January 5th, 2018", Bluedot Daily,"""Trump: police officers and firefighters make too much money…hits them with tax penalty.""
"
"on Thursday, January 4th, 2018",Donald Trump,"There is ""substantial evidence of voter fraud.""
"
"on Wednesday, January 3rd, 2018",Donald Trump,"The Senate seat won in a special election by a Democrat had been ""held for more than thirty years by Republicans.""
"
"on Tuesday, January 2nd, 2018",Donald Trump,"Said Dianne Feinstein said ""there is no collusion"" between the Trump campaign and Russia.
"
"on Friday, December 29th, 2017",Donald Trump,"""We have signed more legislation than anybody. We broke the record of Harry Truman.""
"
"on Wednesday, December 27th, 2017",Jenna Fischer,"After enactment of the Republican tax bill, ""school teachers can no longer deduct the cost of their classroom supplies on their taxes.""
"
"on Thursday, December 21st, 2017",Ivanka Trump,"In April, ""the vast majority will be (filling out their taxes) on a single postcard.""
"
"on Thursday, December 21st, 2017",Donald Trump,"""We essentially repealed Obamacare because we got rid of the individual mandate ... and that was a primary source of funding of Obamacare.""

 
"
"on Monday, December 18th, 2017", Verified Politics,"Says Marco Rubio tweeted a verse from the New Testament to shame ""his own constituents for flocking to Trump rally.""
"
"on Monday, December 18th, 2017", Verified Politics,"Says Sen. Mitch McConnell's delay in seating Alabama Sen.-elect Doug Jones ""is a flagrant violation of Senate policy, which requires Jones assume office the instant one of them wins the election.""

 
"
"on Friday, December 15th, 2017",Donald Trump,"Missouri is one of ""13 states this year have seen unemployment drop to the lowest levels in the history of their state.""
"
"on Thursday, December 14th, 2017",Bernie Sanders,"Says Donald Trump ""has not apologized"" for comments caught on tape by ""Access Hollywood.""
"
"on Tuesday, December 12th, 2017", Shared This,"A Colgate toothpaste is subject to ""recall.""
"
"on Monday, December 11th, 2017",The Gateway Pundit,"""Facebook picks sides in Alabama Senate race ... shuts down Gateway Pundit and Breitbart reports on discredited Allred accuser""
"
"on Monday, December 11th, 2017",Donald Trump,"""Black homeownership just hit the highest level it has ever been in the history of our country.""
"
"on Monday, December 11th, 2017",JB Pritzker,"""I released way more (tax) information than Bruce Rauner has.""
"
"on Friday, December 8th, 2017",Ryan Sitton,"""Earlier this year, Hurricane Harvey left more than 12 million people in Texas and Louisiana without homes.""
"
"on Thursday, December 7th, 2017",Brendan Boyle,"Says the concealed carry bill would allow residents of certain states to ""travel to your community and walk right into a school zone with a loaded weapon, no matter what local laws say.""
"
"on Tuesday, December 5th, 2017", news.groopspeak.com,"""Breaking: federal judge grants permission to subpoena Trump.""
"
"on Tuesday, December 5th, 2017",Donald Trump,"""Hillary Clinton lied many times to the FBI.""
"
"on Saturday, December 2nd, 2017",Eddie Rodriguez,"Says that ""perpetrators of domestic violence accounted for 54% of mass shootings between 2009 and 2016, according to the advocacy group Everytown for Gun Safety.""
"
"on Thursday, November 30th, 2017",Donald Trump,"Says the tax bill ""is going to cost me a fortune, this thing -- believe me. Believe me, this is not good for me.""
"
"on Wednesday, November 29th, 2017",Tim Scott,"""If you don't pay income taxes ... you'll have more money"" under the Republican tax plan.
"
"on Friday, November 24th, 2017",Ann Wagner,"""Satanists have teamed up with the ACLU and Planned Parenthood in Missouri to roll back the rights of the unborn.""
"
"on Tuesday, November 21st, 2017", Pipo News,"""Civil war erupts in Sweden as irate Swedes burn nine Muslim refugee centers to the ground""
"
"on Tuesday, November 21st, 2017", Freshmedianews.com,"""‘The largest bust in U.S. history’ 412 Muslims arrested from Michigan!""
"
"on Tuesday, November 21st, 2017",Kayla Moore,"Says Doug Jones ""is for full-term abortion.""

 
"
"on Monday, November 20th, 2017",Brian Higgins,"""The elimination of income and sales taxes in New York is equal to 9 percent of taxable income, meaning that if you make $100,000 a year you lose $9,000""
"
"on Monday, November 20th, 2017", AmericanNews.com,"""BUSTED: NASA Accidentally destroys every climate change advocate by exposing massive truth behind Antarctica.""
"
"on Friday, November 17th, 2017",Roger Falk,"Says the Austin school district ""enjoys the highest per-student funding of all large Texas districts"" even after forwarding tax revenue to the state.
"
"on Thursday, November 16th, 2017",Sebastian Gorka,"Iran’s regime ""every Friday declares war on us.""
"
"on Thursday, November 16th, 2017",Greg Abbott,"""The Texas unemployment rate is now the lowest it’s been in 40 years & Texas led the nation last month in new job creation.""
"
"on Thursday, November 16th, 2017",John Cox,"Californians pay ""the highest electricity bills"" in the nation.
"
"on Wednesday, November 15th, 2017",Steve Bannon,"Says Chuck Todd said the Roy Moore story ""felt completely orchestrated.""
"
"on Tuesday, November 14th, 2017",Amanda Carpenter,"""There are ‘sore loser’ laws that would bar Luther Strange from pursuing a seat"" because he already lost the Alabama Republican Senate runoff to Roy Moore.
"
"on Tuesday, November 14th, 2017", Bloggers,"Says a Washington Post reporter who broke news on Judge Roy Moore story has a criminal history of ""faking.""
"
"on Monday, November 13th, 2017",Richard Durbin,"The Republican tax bill is ""not being scored by the Congressional Budget Office, as it is traditionally.""
"
"on Monday, November 13th, 2017",Michael Williams,"""Many firearms experts determined the Las Vegas shooter’s use of a bump stock actually prevented more casualties and (injuries) due to its inconsistency, inaccuracy, and lack of control.""
"
"on Thursday, November 9th, 2017",Delaine Eastin,"Since 1965, California has built ""six (college) campuses but 23 prisons.""
"
"on Thursday, November 9th, 2017",Kevin McCarthy,"The Republican tax bill ""lets every American keep more of what they earned.""
"
"on Thursday, November 2nd, 2017",Sarah  Huckabee Sanders,"Says diversity visa immigrants are not vetted.
"
"on Wednesday, November 1st, 2017",John Cox,"""It costs nearly five times as much in California to build and maintain a mile of road as it does in the rest of the nation.""
"
"on Monday, October 30th, 2017",Evan Jenkins,"Says Patrick Morrisey ""ran for Congress in NJ as pro-choice.""
"
"on Thursday, October 26th, 2017",Doug Jones,"Says Roy Moore ""has advocated getting the federal government out of health care altogether, which means doing away with Medicaid, which means doing away with Medicare.""
"
"on Thursday, October 26th, 2017",Donald Trump,"Says the GOP plan he supports is ""the biggest tax cut in U.S. history.""
"
"on Wednesday, October 25th, 2017",Travis Forward,"""The Travis County propositions will not raise your taxes! If you are 65 or older, your property taxes are frozen.""


 
"
"on Monday, October 23rd, 2017",Donald Trump,"Insurance companies ""have made a fortune with Obamacare.""
"
"on Monday, October 23rd, 2017", Dane County Republican Party,"""The KKK was founded as the military arm of the Democratic Party."" 
"
"on Friday, October 20th, 2017",John Kelly,"At a 2015 dedication of an FBI building in Florida, Rep. Frederica Wilson ""stood up there ... and talked about how she was instrumental in getting the funding for that building, and how she took care of her constituents because she got the money, and she just called up President Obama, and on that phone call he gave the money -- the $20 million -- to build the building. And she sat down.""
"
"on Friday, October 20th, 2017", Breitbart,"An undocumented immigrant ""was arrested on suspicion of arson in (the) Wine Country fires that have killed at least 40 residents.""
"
"on Thursday, October 19th, 2017",Roy Moore,"NFL players taking a knee during the national anthem is ""against the law.""
"
"on Wednesday, October 18th, 2017",Donald Trump,"""We're the highest developed nation taxed in the world.""
"
"on Thursday, October 12th, 2017",Donald Trump,"The Obama administration ""borrowed more than $10 trillion, right? And yet, we picked up $5.2 trillion just in the stock market. ... Maybe in a sense we’re reducing debt.""
"
"on Thursday, October 12th, 2017",Casey Cagle,"A Homeland Security study ""showed 120 murders took place that could have been prevented had communities been working with ICE and Homeland Security.""
"
"on Thursday, October 12th, 2017", Viral image,"A viral image shows LeBron James wearing a T-shirt that reads, ""We march, y’all mad. We sit down, y’all mad. We speak up, y’all mad. We die, y’all silent.""
"
"on Thursday, October 12th, 2017",Donald Trump,"""Bob Corker gave us the Iran Deal.""
"
"on Thursday, October 12th, 2017",Andrew Gillum,"""Under his leadership, Tallahassee reduced its carbon intensity by roughly 40 percent.""

 
"
"on Tuesday, October 10th, 2017",Hillary Clinton,"""There have been more than 270 mass shootings in the United States in the last year alone. That’s where four or more are killed.""
"
"on Monday, October 9th, 2017",Colin Kaepernick,"Says Winston Churchill said, ""A lie gets halfway around the world before the truth has a chance to get its pants on.""
"
"on Sunday, October 8th, 2017",Charles Schumer,"Trump’s tax plan is ""completely focused on the wealthy and the powerful - not the middle class.""
"
"on Sunday, October 8th, 2017",Chris Cox,"Says Sen. Dianne Feinstein said ""if she had 51 votes in the Senate for 'Mr. and Ms. America, turn in all of your guns,' they would do it.""
"
"on Thursday, October 5th, 2017",Phil Berger,"North Carolina has ""the strictest anti-gerrymandering standards in the entire country.""
"
"on Wednesday, October 4th, 2017",Hillary Clinton,"""The crowd (in Las Vegas) fled at the sound of gunshots. Imagine the deaths if the shooter had a silencer ...""
"
"on Wednesday, October 4th, 2017",Public Interest Legal Foundation,"Bryan County, Ga., has ""corrupted voter rolls.""
"
"on Monday, October 2nd, 2017",Paul Krugman,"Said there is cholera in Puerto Rico after Hurricane Maria.

 
"
"on Thursday, September 28th, 2017",Donald Trump,"Says ""No, I don't benefit, I don't benefit"" from his tax proposal.
"
"on Thursday, September 28th, 2017",Donald Trump,"""We have one senator who’s a ‘yes’ vote ... but he’s in the hospital. And he’s a ‘yes’ vote. So we can’t do it by Friday. So we have the votes"" to pass a health care bill. 
"
"on Friday, September 22nd, 2017",Ron Johnson,"The GOP’s health bill will protect people with pre-existing conditions ""every bit as well as Obamacare did.""

 
"
"on Friday, September 22nd, 2017",Luther Strange,"""Roy Moore fought for pay increases for politicians while courts had to shut down because of lack of funding.""
"
"on Thursday, September 21st, 2017",Mike Pence,"""Thomas Jefferson said, ‘Government that governs least governs best.’ ""
"
"on Wednesday, September 20th, 2017",Billy Richardson,"North Carolina is home to ""two rivers of the top five most polluted rivers"" in the U.S.
"
"on Wednesday, September 20th, 2017",Sean Duffy,"Vermont had to ""scrap"" its single-payer health insurance program because it was ""going bankrupt.""

 
"
"on Monday, September 18th, 2017",Joy Behar,"Says PolitiFact reported that ""95 percent of what (Donald Trump) says is a lie.""
"
"on Friday, September 15th, 2017", Young Conservatives,"""Mass voter fraud just discovered, to the amount that could void Hillary’s victory In New Hampshire.""
"
"on Friday, September 15th, 2017",Kris Kobach,"""Facts have come to light that indicate that a pivotal, close election was likely changed through voter fraud on November 8, 2016: New Hampshire’s U.S. Senate Seat, and perhaps also New Hampshire’s four Electoral College votes in the presidential election.""
"
