statement_edition,statement_source,statement_text
"on Monday, February 5th, 2018", Americanproud.info,"Says that singer Dolly Parton said, ""Trump in one year is already better than 16 years of Bush, Obama put together.""
"
"on Friday, February 2nd, 2018",Ann Coulter,"""100% of heroin/fentanyl epidemic is because we don't have a WALL.""
"
"on Friday, February 2nd, 2018", Eco News ,"""NFL lawyer, who claimed Super Bowl is ‘rigged’, found dead.""
"
"on Friday, February 2nd, 2018",Bruce Rauner,"""I have introduced balanced budgets every year that I’ve been governor.""
"
"on Thursday, February 1st, 2018", CSC Mediagroup.USA,"Democrats ""booed families of children murdered by MS13.""
"
"on Monday, January 29th, 2018",Donald Trump,"""The ice caps were going to melt, they were going to be gone by now, but now they’re setting records, so okay, they’re at a record level.""
"
"on Friday, January 26th, 2018", US Political News,"""Haiti official getting ready to testify against Clinton Foundation corruption next week found dead with gunshot to the head.""
"
"on Thursday, January 25th, 2018",Dan Patrick,"Says ""566,000 crimes"" were ""made in Texas by criminal aliens in the last 6 years.""

 
"
"on Wednesday, January 24th, 2018", WorldNetDaily,"""California To Register Illegal Aliens To Vote – Automatically.""
"
"on Wednesday, January 24th, 2018", The Patriot Report,"""Mueller will be forced to resign over Pelosi affair.""
"
"on Wednesday, January 24th, 2018", The Patriot Report,"""82-year-old who killed a Muslim in self-defense gets the death penalty.""
"
"on Tuesday, January 23rd, 2018", The Patriot Report,"""Bill Clinton’s hitman confesses on his deathbed.""
"
"on Monday, January 22nd, 2018",Ted Cruz,"""I have consistently opposed shutdowns.""
"
"on Monday, January 22nd, 2018", Reaganwasright,"""Soros, Obama and the Dems Ordered the Shutdown to Stage a Coup""
"
"on Monday, January 8th, 2018", America Today,"""Queen Elizabeth removes Obamas from royal wedding guest list.""
"
"on Monday, January 8th, 2018", Someonesbones,"""Delta Force raids Obama stronghold in Thailand.""
"
"on Friday, January 5th, 2018", Tweets,"""White House staff compiled a number of gorilla documentaries into a makeshift gorilla channel"" for President Donald Trump.
"
"on Friday, January 5th, 2018",David A. Clarke Jr.,"Says Hillary Clinton once said ""the average Democrat voter is just plain stupid, they’re easy to manipulate.""

 
"
"on Thursday, January 4th, 2018", Flash 24 Daily,"Says Sandra Bullock said to Hillary Clinton, ""If you don’t like our president you can leave and never come back again.""
"
"on Wednesday, January 3rd, 2018", Pro Conservative News,"Says Shaquille O’Neal said Donald Trump ""is possibly the best president.""
"
"on Tuesday, January 2nd, 2018", Ufconly,"""Police discover meth lab in back room of Alabama Walmart.""
"
"on Tuesday, January 2nd, 2018", Musclecarusa.info,"""World’s most popular candy to be removed from shelves by December 2017.""
"
"on Thursday, December 28th, 2017", defense-usa.site,"""Breaking: Sasha Obama just crashed her expensive new car into a lake.""
"
"on Thursday, December 28th, 2017", USA Daily Portal,"""Julia Roberts claims ‘Michelle Obama isn’t fit to clean Melania’s toilet’ ""
"
"on Wednesday, December 27th, 2017", defense-usa,"""Roy Moore takes the military vote, pulls ahead by 5,000 votes""
"
"on Wednesday, December 20th, 2017",Donald Trump,"Says of the diversity visa lottery program, ""they give us their worst people, they put them in a bin,"" and ""the worst of the worst"" are selected. 
"
"on Wednesday, December 20th, 2017", USA In Front,"BREAKING: Illegal Muslim From Iran Arrested For Starting California Wildfire
"
"on Wednesday, December 20th, 2017", TheLastLineOfDefense.org,"""Breaking: Muslim New Jersey Mayor just banned the word ‘Christmas.’""
 
"
"on Tuesday, December 19th, 2017", American Revolution,"""Alabama state police arrest 3 poll workers in Birmingham.""
"
"on Tuesday, December 19th, 2017", tmzbreaking,"""Law passed: All child support in the United States will end by beginning of 2018.""
"
"on Tuesday, December 19th, 2017", truthcommand.com,"""Now it’s official: FDA announced that vaccines are causing autism.""
"
"on Monday, December 18th, 2017", USA In Front,"""Update: Chuck Schumer’s steamy affair with a high school cheerleader confirmed.""
"
"on Friday, December 15th, 2017", Bloggers,"""UPDATE: ‘Thousands’ voted for Doug Jones in Alabama town with population of 2,256""
"
"on Thursday, December 14th, 2017",Alex Jones,"Says there won't be a recount in Alabama because a Democratic judge said ""we're going to erase all the computer files ... on Wednesday morning.""
"
"on Thursday, December 14th, 2017", worldnewsdailyreport.com,"""Morgue employee cremated by mistake while taking a nap.""
"
"on Wednesday, December 13th, 2017", nofakenews-online,"""Update: van full of illegals caught voting at multiple Alabama polling locations.""
"
"on Wednesday, December 13th, 2017",Kelda Helen Roys,"""Under Trump’s new tax plan … 99.8% of Americans"" get ""not one nickel"" in tax cuts.

 
"
"on Tuesday, December 12th, 2017", HoustonChronicle-tv.com,"""Breaking: Trump fires deputy attorney general Rod Rosenstein, raising questions over Mueller’s fate.""
"
"on Monday, December 11th, 2017",Don Blankenship,"Says ""Obama’s deadliest cover-up (in an explosion that killed 29 miners) has been uncovered"" by internal government documents.

 
"
"on Monday, December 11th, 2017", Bloggers,"""Roy Moore’s accuser arrested and charged with falsification.""
"
"on Monday, December 11th, 2017", Evening World,"""Breaking: woman says she was offered big money by Washington Post to accuse Roy Moore of misconduct.""
"
"on Monday, December 11th, 2017", Chain email,"Says Russian President Vladimir Putin got a standing ovation from the Duma after he gave a speech saying Muslims are ""taking over"" other countries but won't take over Russia.
"
"on Friday, December 8th, 2017",Gregg Jarrett,"""The FBI has become America's secret police …  like the old KGB.""
"
"on Friday, December 8th, 2017", Bloggers,"""Gloria Allred Accuser **ADMITS** She Tampered With Roy Moore’s Yearbook 'Signature.' ""
"
"on Wednesday, December 6th, 2017", states-news.com,"""Miss Universe Guyana 2017 arrested at London Heathrow airport with 2 kilograms of cocaine.""
"
"on Tuesday, December 5th, 2017", PuppetStringNews.com,"""Tennessee GOP twitter taken down after tweet exposing Pelosi involved in pedophilia.""
"
"on Friday, December 1st, 2017", Nova magazine,"""Prince Harry says Donald Trump is not welcome at his wedding: ‘Trump is a serious threat to human rights.’ ""
"
"on Thursday, November 30th, 2017",Donald Trump,"""For years, they have not been able to get tax cuts -- many, many years, since Reagan.""
"
"on Wednesday, November 29th, 2017", religionmind.com,"""Saudi Arabia to Behead 6 School Girls for Being With Their Male Friends Without Parents or a Guardian""
"
"on Wednesday, November 29th, 2017", dailynewsforamericans.com,"Singer Tina Turner: ""This Thanksgiving Is The First Time in 8 Years That I am Thankful For Our President, God Bless Him And His Supporters.""
"
"on Wednesday, November 29th, 2017",Donald Trump,"Says Joe Scarborough is party to an ""unsolved mystery"" from his time as a congressman in Florida.

 
"
"on Tuesday, November 28th, 2017", YourNewsWire.com,"""Melania Trump: 'If ISIS Lays a finger on Barron, I’ll scratch Obama’s eyes out.' ""
"
"on Monday, November 27th, 2017", Reaganwasright,"""President Trump just saved Christmas for 13 million retirees.""
"
"on Monday, November 27th, 2017", soutwest-air.com,"""Southwest Airlines celebrating 50th anniversary by providing 2 free tickets to everyone!""
"
"on Wednesday, November 22nd, 2017", YourNewsWire.com,"""Pope Francis at Mass: ‘Jesus is Metaphorical, Not Literal.""
"
"on Monday, November 20th, 2017", world-newss.com,"""2 million rounds of ammo that ‘went missing’ under Obama turns up in enemy hands""
"
"on Thursday, November 16th, 2017", Duffel Blog,"Bowe Bergdahl wanders off during court-martial
"
"on Wednesday, November 15th, 2017", Reaganwasright,"BREAKING: Rosa Parks’ Granddaughter SLAMS Racist Democrats, Endorses Trump
"
"on Wednesday, November 15th, 2017", US Political,"Donna Brazile knows Seth Rich was murdered by the Clintons
"
"on Wednesday, November 15th, 2017", Anonymous Caller,"Says a Washington Post reporter is ""calling to find out if anyone at this address is a female between the ages of 54 to 57 years old willing to make damaging remarks about candidate Roy Moore"" for up to $7,000.
"
"on Tuesday, November 14th, 2017", TheLastLineOfDefense.org,"""Second Roy Moore Accuser Works For Michelle Obama Right NOW""
"
"on Monday, November 13th, 2017", Bloggers,"""Snapchat is shutting down!'
"
"on Friday, November 10th, 2017", Bloggers,"Malia Obama was ""among 10 arrested in racist Antifa attack,"" and the cop who arrested her was ""found dead under suspicious circumstances.""
"
"on Thursday, November 9th, 2017", FreedomJunkshun.com,"""Supreme Court issues its first bench warrant ever.""
"
"on Tuesday, November 7th, 2017", React365.com,"Says the University of Florida ""requests to cancel rivalry game"" against Florida State University.
"
"on Tuesday, November 7th, 2017",Donald Trump,"Chicago is ""the city with the strongest gun laws in our nation.""

 
"
"on Monday, November 6th, 2017", YourNewsWire.com,"""Texas Church shooter was Antifa and wanted to start (a) ‘communist revolution.’ ""
"
"on Monday, November 6th, 2017", FreedomJunkshun.com,"Says ""FBI and Texas State Police are both confirming that Raymond Peter Littleberry, the man accused of shooting up a Texas church, was an avid atheist on the payroll of the Democrat National Committee.""
"
"on Friday, November 3rd, 2017", New York Republican State Committee,"""Liberals in County Hall want our community to be a sanctuary county""
"
"on Thursday, November 2nd, 2017",Sebastian Gorka,"Says Jake Tapper said Allahu Akbar was a ""beautiful phrase"" after a terrorist attack in New York.
"
"on Wednesday, November 1st, 2017", BreakingNews247.net,"""Alabama’s Crimson Tide was disqualified from national championship.""
"
"on Wednesday, November 1st, 2017", Bloggers,"Says actor Morgan Freeman said, ""Jailing Hillary"" is the best way to ""restore public faith in government.""
"
"on Tuesday, October 31st, 2017", FreedomJunkshun.com,"""Hillary Clinton leaves the country as Mueller indictment is announced.""
"
"on Tuesday, October 31st, 2017", FreedomJunkshun.com,"""Breitbart leaks names of four Dems being charged in Mueller’s Russia probe.""
"
"on Monday, October 30th, 2017", Bloggers,"""Jeff Flake’s office leaks names of those charged in Mueller’s Russian probe.""
"
"on Thursday, October 26th, 2017", Bloggers,"""Youngest world leader bans George Soros’s Foundations from Austria.""
"
"on Monday, October 23rd, 2017", Bloggers,"Sarah Huckabee Sanders dressed up as KKK member on Halloween in 1993.
"
"on Monday, October 23rd, 2017", Bloggers,"Says Tampa Bay Lightning hockey player J.T. Brown was ""fired after raising fist during national anthem.""

 
"
"on Monday, October 23rd, 2017", React365.com,"""Tulsa school closes after brutal fire.""
"
"on Wednesday, October 18th, 2017", AsAmericanAsApplePie.org,"""Hillary (Clinton) caught on tape laughing about (Hurricane) Irma ‘wiping out all of those Florida hillbillies’.""
"
"on Tuesday, October 17th, 2017", AsAmericanAsApplePie.org,"""San Juan city council votes unanimously to impeach Trump-hating mayor.""
"
"on Wednesday, October 11th, 2017", Bloggers,"""Grandparents must pickup up all their grandchildren every weekend no matter what or they will be fined $5,000.""
"
"on Tuesday, October 10th, 2017", Bloggers,"""President Trump signs executive order stripping NFL of ‘non-profit’ status.""
"
"on Tuesday, October 10th, 2017", AsAmericanAsApplePie.org,"""Jason Aldean gig canceled after he sells out to liberals on ‘SNL’.""
"
"on Wednesday, October 4th, 2017", HoustonChronicle-tv.com,"""Celine Dion’s 16-year-old Rene-Charles Angelil’s was among the 58 victims who were killed"" in Las Vegas.
"
"on Tuesday, October 3rd, 2017", HoustonChronicle-tv.com,"Says ""the Kardashians donate whopping sum to Las Vegas mass shooting victims""
"
"on Tuesday, October 3rd, 2017", Bloggers,"A flight crew took a knee and stranded the New Orleans Saints on an airport runway.
"
"on Tuesday, October 3rd, 2017",Sarah  Huckabee Sanders,"""I think if you look to Chicago, where you had over 4,000 victims of gun-related crimes last year, they have the strictest gun laws in the country. That certainly hasn’t helped there.""
"
"on Tuesday, October 3rd, 2017", Bloggers,"""San Juan Teamsters didn't show up for work to distribute relief supplies"" because they went on strike.
"
"on Tuesday, October 3rd, 2017", Bloggers,"""Las Vegas shooting witnesses report multiple gunmen dressed as security guards.""
"
"on Friday, September 29th, 2017", Vets for Trump,"Says a photograph shows Seattle Seahawks player Michael Bennett burning the United States flag.
"
"on Thursday, September 28th, 2017", Bloggers,"""Human meat found in McDonald’s meat factory""
"
"on Thursday, September 28th, 2017",Donald Trump,"Ending the estate tax would ""protect millions of small businesses and the American farmer.""
"
